SOA_Record_ID,Product_ID,Product_Key,Model,Description,Starts,Ends,Window_Days,SOA,Original_Ends,Date_Correction_Flag
392,1356,WHCH720NBCE7,WHCH720NBCE7,Sony Over Ear Noise Cancelling,16/02/2026,27/02/2026,12,1.63,27/02/2026,FALSE
393,1357,WHCH720NLCE7,WHCH720NLCE7,Sony Over Ear Noise Cancelling,16/02/2026,27/02/2026,12,1.63,27/02/2026,FALSE
394,1359,WHCH720NWCE7,WHCH720NWCE7,Sony White Noise Cancelling,16/02/2026,27/02/2026,12,1.63,27/02/2026,FALSE
395,1365,WHULT900NBCE7,WHULT900NBCE7,"SONY Black Bluetooth 5.2, NC",16/02/2026,27/02/2026,12,4.82,27/02/2026,FALSE
396,1367,WHULT900NHCE7,WHULT900NHCE7,Sony Dark Grey Bluetooth®,16/02/2026,27/02/2026,12,4.82,27/02/2026,FALSE
397,1369,WHULT900NWCE7,WHULT900NWCE7,"Sony White Bluetooth® 5.2, NC",16/02/2026,27/02/2026,12,4.82,27/02/2026,FALSE
398,1386,WP100EU,WP100EU,Ninja Wireless Food Probe,18/02/2026,24/02/2026,7,12.42,24/02/2026,FALSE
399,1398,WV270UK,WV270UK,Shark Cordless Handheld Vacuum,21/01/2026,27/01/2026,7,35.42,27/01/2026,FALSE
400,1399,WW10FG5U34AEE,WW10FG5U34AEE,Samsung White 10kg 1400 Spin,12/02/2026,17/02/2026,6,43.5,17/02/2026,FALSE
401,1400,WW11DB8B95GBU,WW11DB8B95GBU,Samsung Blk Stl Series 8 11Kg,01/02/2026,28/02/2026,28,217.58,28/02/2026,FALSE
402,1403,WW11DG5B25ABE,WW11DG5B25ABE,Samsung Blk Stl Series 5 11Kg,01/02/2026,28/02/2026,28,130.72,28/02/2026,FALSE
403,1404,WW11DG5B25AEE,WW11DG5B25AEE,Samsung 11kg 1400 Spin Series,01/02/2026,28/02/2026,28,131.58,28/02/2026,FALSE
404,1406,WW11DG6B85LBU,WW11DG6B85LBU,Samsung Black Series 6 1400,12/02/2026,28/02/2026,17,21.75,28/02/2026,FALSE
405,1409,WW90CGC04DABE,WW90CGC04DABE,Samsung 9kg Ecobubble Washer,12/02/2026,28/02/2026,17,35.67,28/02/2026,FALSE
406,1410,WW90CGC04DAEE,WW90CGC04DAEE,Samsung 9kg Eco Bubble Washer,12/02/2026,28/02/2026,17,29.58,28/02/2026,FALSE
407,1413,WW90DG6U85LBU,WW90DG6U85LBU,Samsung Series 6 9kg 1400 Spin,01/02/2026,28/02/2026,28,91.16,28/02/2026,FALSE
408,1415,WW90DG6U85LEU,WW90DG6U85LEU,Samsung White 9kg 1400 Spin,01/02/2026,28/02/2026,28,74.82,28/02/2026,FALSE
409,1421,XP2200,XP2200,Epson XP-2200 Printer,16/02/2026,28/02/2026,13,2.8,28/02/2026,FALSE
410,1422,XP3200,XP3200,Epson Expression Home,16/02/2026,28/02/2026,13,2.8,28/02/2026,FALSE
411,1423,XP4200,XP4200,Epson XP-4200 Printer,16/02/2026,28/02/2026,13,5.59,28/02/2026,FALSE
412,1424,XR1600,XR1600,Remington RX7 Shaver,01/02/2026,28/02/2026,28,2.08,28/02/2026,FALSE
