Sales_Record_ID,Product_ID,Product_Key,Source_Month,Category,Stock Code,Description,Record_Type,Level,Sold Period,Transaction_Status,Unit Cost,Unit Price,Cost Sales,Sales Value,Profit,Profit %,Cost_Sales_Reconciliation_Flag
252,637,JBLCLIP5BLK,Nov,SPEAKERS,JBLCLIP5BLK,"JBL Clip5, portable bluetooth speaker",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,34.17,59.49,34.17,41.66,7.49,17.98,MATCH
253,737,KZM35.000GYKENWOOD,Nov,STAND MIXER,KZM35.000GYKenwood,Go Grey Kitchen Machine,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,129.57,254.99,129.57,162.5,32.93,20.26,MATCH
254,1054,S6003UK,Nov,STEAM CLEANERS,S6003UK,Shark Klik N' Flip Steam Pocket Mop,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,99.16,178.49,99.16,83.33,-15.83,-19.0,MATCH
255,1069,SD200UK,Nov,STEAM CLEANERS,SD200UK,Shark SteamPickUp Hard Floor,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,140.96,203.49,140.96,124.17,-16.79,-13.52,MATCH
256,631,IZ400UK,Nov,STICK VACS,IZ400UK,Shark Anti Hair Wrap Stick Vacuum,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,247.91,458.99,247.91,149.99,-97.92,-65.28,MATCH
257,137,447038-01,Nov,STICK VACS,447038-01,Dyson Gen5 Detect,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,593.74,749.99,558.03,495.83,-62.2,-12.54,SOURCE_ADJUSTMENT
258,29,12377940,Nov,STICK VACS,12377940,Miele Duoflex HX1 Cat&Dog,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,234.0,369.0,234.0,290.83,56.83,19.54,MATCH
259,141,470521-01,Nov,STICK VACS,470521-01,Dyson V12 Absolute Detect Slim,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,435.41,549.99,393.9,299.17,-94.73,-31.66,SOURCE_ADJUSTMENT
260,143,476622-01,Nov,STICK VACS,476622-01,Dyson V15 Detect Total Clean,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,554.16,699.99,492.37,415.83,-76.54,-18.41,SOURCE_ADJUSTMENT
261,479,EX150UK,Nov,STICK VACS,EX150UK,Shark Carpet Expert,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,176.21,271.49,176.21,119.17,-57.04,-47.86,MATCH
262,1290,VS20C8524TBSAMSUNG,Nov,STICK VACS,VS20C8524TBSamsung,Jet 85 Cordless Vac,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,210.0,461.49,210.0,257.5,47.5,18.45,MATCH
263,629,IZ380UK,Nov,STICK VACS,IZ380UK,Shark PowerPro Stick Vac,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,166.32,259.99,166.32,132.5,-33.82,-25.52,MATCH
264,1289,VS15A6031R4SAMSUNG,Nov,STICK VACS,VS15A6031R4Samsung,Jet 60 Cordless Vacuum,PRODUCT,3,5,POSITIVE_SALES_ACTIVITY,120.4,257.49,602.0,616.65,14.65,2.38,MATCH
265,1129,SM-X110NDB,Nov,TABLETS,SM-X110NDB,Galaxy Tab A9 DARK BLUE WIFI,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,124.01,169.49,124.01,124.99,0.98,0.78,MATCH
266,167,5301ANVR,Nov,TABLETS,5301ANVR,HONOR PAD X8A SD 630 4GB,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,89.81,129.99,89.81,83.33,-6.48,-7.78,MATCH
267,954,PRO3,Nov,TAPS,PRO3,Quooker PRO3-EQ B Tank,PRODUCT,5,3,POSITIVE_SALES_ACTIVITY,347.5,695.0,1060.66,1320.0,259.34,19.65,SOURCE_ADJUSTMENT
268,507,FNRCHR,Nov,TAPS,FNRCHR,Quooker Fusion Round Chrome,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,277.5,555.0,277.5,388.33,110.83,28.54,MATCH
269,515,FXRGME,Nov,TAPS,FXRGME,Quooker Tap Flex Gun Metal,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,447.5,895.0,912.06,1339.17,427.11,31.89,SOURCE_ADJUSTMENT
270,814,MZB0JSEEU,Nov,TELEPHONES,MZB0JSEEU,Redmi A5 Black,PRODUCT,2,3,POSITIVE_SALES_ACTIVITY,59.19,85.49,177.57,207.9,30.33,14.59,MATCH
271,55,21651,Nov,TOASTERS,21651,Russell Hobbs Black Textures 4SL,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,21.87,29.99,21.87,25.83,3.96,15.33,MATCH
272,352,CT04BG,Nov,TOASTERS,CT04BG,DeLonghi Cream Argento Flora 4,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,28.5,46.99,28.5,33.33,4.83,14.49,MATCH
273,353,CT04PK,Nov,TOASTERS,CT04PK,DeLonghi Pink Argento Flora 4 Slice,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,28.5,46.99,28.5,37.5,9.0,24.0,MATCH
274,78,25141,Nov,TOASTERS,25141,Eclipse Midnight Blue 4 Slice Toaster,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,46.64,74.99,46.64,45.83,-0.81,-1.77,MATCH
275,66,24373,Nov,TOASTERS,24373,Russell Hobbs 2SL Black Inspire,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,25.91,42.49,25.91,32.49,6.58,20.25,MATCH
276,68,24381,Nov,TOASTERS,24381,RUSSELL HOBBS INSPIRE,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,35.24,57.99,35.24,45.83,10.59,23.11,MATCH
277,355,CTIN4003.BK,Nov,TOASTERS,CTIN4003.BK,DeLonghi Black 4 Slice Distina X,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,57.01,92.99,57.01,79.17,22.16,27.99,MATCH
278,356,CTIN4003.TB,Nov,TOASTERS,CTIN4003.TB,DeLonghi Distinta X 4SL Toaster,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,66.1,127.99,66.1,70.0,3.9,5.57,MATCH
279,1215,TFP09.000BK,Nov,TOASTERS,TFP09.000BK,Kenwood Dawn Black 4 Slice Toaster,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,22.03,42.99,22.03,26.24,4.21,16.04,MATCH
280,88,26770,Nov,TOASTERS,26770,Russell Hobbs Bronte Toaster Black,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,36.28,59.49,36.28,39.16,2.88,7.35,MATCH
281,89,26771,Nov,TOASTERS,26771,Russell Hobbs Bronte Toaster Stone,PRODUCT,2,-5,NEGATIVE_SALES_ACTIVITY,37.49,59.99,-187.45,-249.95,-62.5,25.01,MATCH
282,238,980600,Nov,TOASTERS,980600,Morphy Richards 2 Slice Colour,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,28.43,49.99,28.43,41.66,13.23,31.76,MATCH
283,1213,TEH785WP,Nov,TUMBLE DRYERS,TEH785WP,Miele 11871830 9kg Heat Pump,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,854.34,1410.49,854.34,849.17,-5.17,-0.61,MATCH
284,275,B5T4923IW,Nov,TUMBLE DRYERS,B5T4923IW,Beko 9kg Heat Pump Dryer,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,306.58,517.99,337.45,349.17,11.72,3.36,SOURCE_ADJUSTMENT
285,1394,WTH84001GB*BOSCH,Nov,TUMBLE DRYERS,WTH84001GB*Bosch,"Series 4, 8kg Heat Pump",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,320.66,483.99,320.66,400.0,79.34,19.84,MATCH
286,392,DV90BB9545GSAMSUNG,Nov,TUMBLE DRYERS,DV90BB9545GSamsung,Blk Stl Series 8 9kg,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,649.26,1036.99,649.26,748.13,98.87,13.22,MATCH
287,439,EDHI618WD,Nov,TUMBLE DRYERS,EDHI618WD,Electrolux 8kg Heat Pump Dryer,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,341.46,599.99,715.46,789.17,73.71,9.34,SOURCE_ADJUSTMENT
288,1234,TR848A4B2,Nov,TUMBLE DRYERS,TR848A4B2,AEG 8000 Series 8kg Heat Pump,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,509.29,782.49,509.29,599.17,89.88,15.0,MATCH
289,401,DV90T6240LB/SAMSUNG,Nov,TUMBLE DRYERS,DV90T6240LB/Samsung,Series 7 Blk/St 9kg Dyrer,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,626.1,998.99,626.1,577.49,-48.61,-8.42,MATCH
290,393,DV90DB8845,Nov,TUMBLE DRYERS,DV90DB8845,Samsung Series 8 9kg Heat Pump,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,672.3,1020.49,672.3,715.83,43.53,6.08,MATCH
291,1396,WTH85224GBBOSCH,Nov,TUMBLE DRYERS,WTH85224GBBosch,Series 4 8kg White Heat,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,362.63,546.99,362.63,415.83,53.2,12.79,MATCH
292,440,EDHI6285B,Nov,TUMBLE DRYERS,EDHI6285B,Electrolux 8kg Heat Pump Dryer,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,369.91,649.99,369.91,432.5,62.59,14.47,MATCH
293,1390,WQG245R1G,Nov,TUMBLE DRYERS,WQG245R1G,Bosch Graphite 9kg Heat Pump Dryer,PRODUCT,-1,2,POSITIVE_SALES_ACTIVITY,550.4,850.99,1100.8,1215.0,114.2,9.4,MATCH
294,1397,WTH85225IE,Nov,TUMBLE DRYERS,WTH85225IE,Bosch Series 4 8kg Heat Pump Dryer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,348.3,601.49,348.3,382.5,34.2,8.94,MATCH
295,395,DV90DG52A0,Nov,TUMBLE DRYERS,DV90DG52A0,Samsung Series 5 Tumble Dryer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,0.0,0.49,0.0,457.5,457.5,100.0,MATCH
296,677,KD32W800P1,Nov,TV 32,KD32W800P1,"Sony 32"" Smart Television",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,314.19,424.49,314.19,249.17,-65.02,-26.09,MATCH
297,1253,UE32H5000FKSAMSUNG,Nov,TV 32,UE32H5000FKSamsung,"32"" Smart Television",PRODUCT,0,3,POSITIVE_SALES_ACTIVITY,137.25,190.49,411.75,344.99,-66.76,-19.35,MATCH
298,121,43LQ60006LA.LG,Nov,TV 33 - 43,43LQ60006LA.LG,"43"" Smart TV",PRODUCT,-1,5,POSITIVE_SALES_ACTIVITY,187.0,288.49,935.0,795.82,-139.18,-17.49,MATCH
299,669,K43S38BP.UKSONY,Nov,TV 33 - 43,K43S38BP.UKSony,"43"" Bravia 3 TV",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,464.56,704.99,464.56,384.17,-80.39,-20.93,MATCH
300,963,QE43Q7FAAUSAMSUNG,Nov,TV 33 - 43,QE43Q7FAAUSamsung,"43"" QLED Smart Television",PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,359.31,538.99,359.31,274.17,-85.14,-31.05,MATCH
301,122,43NANO81A6,Nov,TV 33 - 43,43NANO81A6,LG 43in NANO TV,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,311.46,399.33,311.46,240.83,-70.63,-29.33,MATCH
302,127,43QNED82A6,Nov,TV 33 - 43,43QNED82A6,LG 43in QNED TV,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,345.39,529.83,345.39,357.5,12.11,3.39,MATCH
303,841,OLED42C54L,Nov,TV 33 - 43,OLED42C54L,LG 42in C5 OLED TV,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,745.59,1147.53,745.59,699.99,-45.6,-6.51,MATCH
304,129,43QNED87A6,Nov,TV 33 - 43,43QNED87A6,LG 43inch QNED Mini LED Evo AI,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,411.51,634.23,411.51,415.83,4.32,1.04,MATCH
305,1254,UE43U7000FKSAMSUNG,Nov,TV 33 - 43,UE43U7000FKSamsung,43 in 4K Smart TV,PRODUCT,2,3,POSITIVE_SALES_ACTIVITY,231.43,360.49,694.29,547.5,-146.79,-26.81,MATCH
306,962,QE43LS03DA,Nov,TV 33 - 43,QE43LS03DA,43 INCH The Frame Art Mode QLED,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,639.92,956.49,700.79,500.0,-200.79,-40.16,SOURCE_ADJUSTMENT
307,853,OLED55G45L,Nov,TV 44 - 50,OLED55G45L,"LG 55"" OLED Television",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1471.35,2268.99,1471.35,770.0,-701.35,-91.08,MATCH
308,1259,UE50U8000FKSAMSUNG,Nov,TV 44 - 50,UE50U8000FKSamsung,"50"" UHD Smart Television",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,290.04,414.49,290.04,232.5,-57.54,-24.75,MATCH
309,1261,UE55DU8070,Nov,TV 51 - 59,UE55DU8070,55 INCH DU8070 4K HDR10+,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,427.64,636.99,427.64,314.17,-113.47,-36.12,MATCH
310,1260,UE55DU7100K55,Nov,TV 51 - 59,UE55DU7100K55,INCH 4K HDR10+ PUR COLOUR,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,376.58,551.99,376.58,332.5,-44.08,-13.26,MATCH
311,981,QE55S90FAE,Nov,TV 51 - 59,QE55S90FAE,"Samsung 55"" OLED 4K Smart AI TV",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,1210.64,1908.49,1210.64,831.67,-378.97,-45.57,MATCH
312,980,QE55S85FAU,Nov,TV 51 - 59,QE55S85FAU,"Samsung 55"" OLED 4K Smart AI TV",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,1105.11,1742.49,1105.11,711.67,-393.44,-55.28,MATCH
313,978,QE55QN90FA,Nov,TV 51 - 59,QE55QN90FA,"Samsung 55"" Neo QLED 4K",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,1105.11,1742.49,1105.11,790.83,-314.28,-39.74,MATCH
314,973,QE55Q7F5AU,Nov,TV 51 - 59,QE55Q7F5AU,"Samsung 55"" QLED Television",PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,491.38,746.49,982.76,765.0,-217.76,-28.47,MATCH
315,1264,UE55U8000FKSAMSUNG,Nov,TV 51 - 59,UE55U8000FKSamsung,"55"" UHD Smart Television",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,347.65,497.49,347.65,290.83,-56.82,-19.54,MATCH
316,170,55NANO81A6,Nov,TV 51 - 59,55NANO81A6,LG 55 NANO TV,PRODUCT,-2,1,POSITIVE_SALES_ACTIVITY,334.08,512.43,334.08,332.5,-1.58,-0.48,MATCH
317,849,OLED55B56LALG,Nov,TV 51 - 59,OLED55B56LALG,55in B5 OLED TV,PRODUCT,1,3,POSITIVE_SALES_ACTIVITY,859.56,1321.53,2578.68,2180.84,-397.84,-18.24,MATCH
318,851,OLED55C54L,Nov,TV 51 - 59,OLED55C54L,LG 55in C5 OLED TV,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,965.7,1486.83,965.7,832.5,-133.2,-16.0,MATCH
319,856,OLED55G54L,Nov,TV 51 - 59,OLED55G54L,LG 55in G5 OLED TV,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,1269.33,2130.63,1269.33,1332.5,63.17,4.74,MATCH
320,1262,UE55U7000FKSAMSUNG,Nov,TV 51 - 59,UE55U7000FKSamsung,55 in Smart Television,PRODUCT,1,3,POSITIVE_SALES_ACTIVITY,344.12,532.49,1032.36,805.83,-226.53,-28.11,MATCH
321,864,OLED65C44L,Nov,TV 60 - 70,OLED65C44L,"LG 65"" OLED Television",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1671.1,2566.49,1671.1,990.83,-680.27,-68.66,MATCH
322,197,65QNED87T6,Nov,TV 60 - 70,65QNED87T6,"LG 65"" QNED 4K Smart TV",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,895.9,1384.99,895.9,707.5,-188.4,-26.63,MATCH
323,204,65UT81006LA.LG,Nov,TV 60 - 70,65UT81006LA.LG,"65"" UHD 4K Smart TV",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,554.2,849.49,554.2,415.83,-138.37,-33.28,MATCH
324,189,65NANO81A6,Nov,TV 60 - 70,65NANO81A6,LG 65in NANO TV,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,441.09,677.73,441.09,440.83,-0.26,-0.06,MATCH
325,195,65QNED87A6,Nov,TV 60 - 70,65QNED87A6,LG 65in QNED TV,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,802.14,1234.53,802.14,749.17,-52.97,-7.07,MATCH
326,866,OLED65C54L,Nov,TV 60 - 70,OLED65C54L,LG 65in C5 OLED TV,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,1324.14,2121.93,1324.14,1249.17,-74.97,-6.0,MATCH
327,870,OLED65G54L,Nov,TV 60 - 70,OLED65G54L,LG 65in G5 OLED TV,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1655.61,3131.13,1655.61,1499.17,-156.44,-10.44,MATCH
328,988,QE65S85FAE,Nov,TV 60+,QE65S85FAE,"Samsung 65"" OLED 4K Smart TV",PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,1579.01,2489.49,1579.01,1028.33,-550.68,-53.55,MATCH
329,986,QE65QN70FA,Nov,TV 60+,QE65QN70FA,"Samsung 65"" QLED Television",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,894.71,1410.49,894.71,790.83,-103.88,-13.14,MATCH
330,1267,UE65U8000FKSAMSUNG,Nov,TV 60+,UE65U8000FKSamsung,"65"" UHD Smart Television",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,455.12,663.49,455.12,415.83,-39.29,-9.45,MATCH
331,878,OLED83C44L,Nov,TV 75+,OLED83C44L,"LG 83"" OLED Television",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,3774.0,5804.99,3774.0,2332.5,-1441.5,-61.8,MATCH
332,1375,WM2451,Nov,TV BRACKETS,WM2451,"One for All Tilt & Turn 180 Deg 13"" to",PRODUCT,6,1,POSITIVE_SALES_ACTIVITY,17.1,29.99,17.1,35.83,18.73,52.27,MATCH
333,1378,WM2651,Nov,TV BRACKETS,WM2651,"One for All Tilt & Turn 180 Deg 32"" to",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,27.98,50.99,27.98,40.83,12.85,31.47,MATCH
334,1373,WM2411,Nov,TV BRACKETS,WM2411,ONE FOR ALL TV BRACKET,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,7.77,16.99,7.77,20.83,13.06,62.7,MATCH
335,955,PTRB77,Nov,TV BRACKETS,PTRB77,"iTech 37 to 80"" TV Bracket up to",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,43.83,110.49,43.83,82.5,38.67,46.87,MATCH
336,948,PLB12B,Nov,TV BRACKETS,PLB12B,iTech 37 to 70kg TV Bracket up to,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,20.31,42.49,20.31,40.83,20.52,50.26,MATCH
337,1286,VLT7B2,Nov,TV BRACKETS,VLT7B2,"Sanus TV bkt 46""-90"" 68kg Vesa",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,58.37,92.99,58.37,75.0,16.63,22.17,MATCH
338,1376,WM2470,Nov,TV BRACKETS,WM2470,One for All Universal TV Pedestal,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,36.35,59.49,36.35,40.83,4.48,10.97,MATCH
339,1382,WM6661,Nov,TV BRACKETS,WM6661,"OFA Ultra Slim XL Tilt & Turn 120 32""",PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,215.7,382.49,215.7,145.83,-69.87,-47.91,MATCH
340,495,FE1404,Nov,U/C FREEZER,FE1404,Liebherr U/C Freezer 55cm with,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,202.3,322.49,202.3,204.17,1.87,0.92,MATCH
341,1036,RS68A884CSLSAMSUNG,Nov,USA F/F,RS68A884CSLSamsung,USA Plumbed FF Ice &,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1495.49,2379.49,1495.49,1082.5,-412.99,-38.15,MATCH
342,1008,RF24BB620ESSAMSUNG,Nov,USA F/F,RF24BB620ESSamsung,French Dr St/St,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,1458.23,2234.99,1458.23,1099.17,-359.06,-32.67,MATCH
343,567,HCR3818ENMHAIER,Nov,USA F/F,HCR3818ENMHaier,34005444 Silver Cube USA,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,575.85,849.99,575.85,624.17,48.32,7.74,MATCH
344,1013,RF605QNUVXF&P,Nov,USA F/F,RF605QNUVXF&P,St/St 905mm Quad Door Fridge,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1995.8,3016.99,1995.8,2165.83,170.03,7.85,MATCH
345,535,GSXE90EVDDLG,Nov,USA F/F,GSXE90EVDDLG,Black Stl Craft Ice USA Fridge,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1391.88,2630.49,1391.88,1250.0,-141.88,-11.35,MATCH
346,1037,RS70F64KEF,Nov,USA F/F,RS70F64KEF,Samsung Black St/St USA FF,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,990.98,1493.49,990.98,832.5,-158.48,-19.04,MATCH
347,1041,RS70F65KET,Nov,USA F/F,RS70F65KET,Samsung Silver St/St USA Fridge,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,808.95,1244.49,808.95,749.17,-59.78,-7.98,MATCH
348,568,HCR5919ENMHAIER,Nov,USA F/F,HCR5919ENMHaier,4 Door 91cm St/St USA Fridge,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,533.25,816.49,533.25,749.17,215.92,28.82,MATCH
349,534,GSLC40PYPE.LG,Nov,USA F/F,GSLC40PYPE.LG,Silver USA Fridge Freezer,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,738.4,1260.63,738.4,832.5,94.1,11.3,MATCH
350,1039,RS70F64KET,Nov,USA F/F,RS70F64KET,Samsung USA Fridge Freezer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,0.0,0.49,0.0,790.83,790.83,100.0,MATCH
351,7,10107860,Nov,VACUUM ACCESSORIES,10107860,Miele SF-AP 50 Air Clean Plus Filter,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,11.41,18.99,11.41,15.0,3.59,23.93,MATCH
352,525,GN BAGS,Nov,VACUUM BAGS,GN BAGS,BAGS 400/600/800 SERIES AND S5,PRODUCT,14,4,POSITIVE_SALES_ACTIVITY,7.59,13.99,30.36,42.57,12.21,28.68,MATCH
353,1070,SDB373,Nov,VACUUM BAGS,SDB373,Microfibre Numatic Henry Bags,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,4.04,9.49,4.04,7.91,3.87,48.93,MATCH
354,31,12557080,Nov,VACUUM BAGS,12557080,Miele Pure CO Hyclean Dustbags,PRODUCT,29,2,POSITIVE_SALES_ACTIVITY,7.01,14.49,14.02,11.67,-2.35,-20.14,MATCH
355,30,12557060,Nov,VACUUM BAGS,12557060,Miele Pure TU Hyclean Vac Bags,PRODUCT,5,2,POSITIVE_SALES_ACTIVITY,7.01,14.49,14.02,23.32,9.3,39.88,MATCH
356,817,N1AHA02N0B,Nov,WARMING DRAWERS,N1AHA02N0B,Neff 29cm Warming Drawer Blk with,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,250.16,375.99,250.16,266.67,16.51,6.19,MATCH
357,816,N1AHA01N0B,Nov,WARMING DRAWERS,N1AHA01N0B,Neff Warming Drawer 140mm High,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,238.23,357.99,238.23,250.0,11.77,4.71,MATCH
358,514,FWY606GBLNLG,Nov,WASHER DRYERS,FWY606GBLNLG,"WASHER DRYER, 10KG WASH,",PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,431.42,636.99,857.82,849.17,-8.65,-1.02,SOURCE_ADJUSTMENT
359,804,MTWC91495,Nov,WASHING MACHINES,MTWC91495,Indesit 9kg 1400 Spin Washing,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,218.83,322.99,218.83,224.17,5.34,2.38,MATCH
360,1402,WW11DB8B95SAMSUNG,Nov,WASHING MACHINES,WW11DB8B95Samsung,Blk Stl Series 8 11Kg 1400,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,771.66,1231.99,1543.32,1264.17,-279.15,-22.08,MATCH
361,1339,WGG254Z0GB*BOSCH,Nov,WASHING MACHINES,WGG254Z0GB*Bosch,Series 6 10kg 1400 Spin,PRODUCT,0,-1,NEGATIVE_SALES_ACTIVITY,398.65,602.99,-398.65,-440.83,-42.18,9.57,MATCH
362,1305,WAN28259GB*BOSCH,Nov,WASHING MACHINES,WAN28259GB*Bosch,Series 4 9kg 1400 Spin,PRODUCT,3,3,POSITIVE_SALES_ACTIVITY,344.25,628.49,1032.75,1130.84,98.09,8.67,MATCH
363,1334,WGG24400GBBOSCH,Nov,WASHING MACHINES,WGG24400GBBosch,Series 6 9kg 1400 Spin,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,358.7,534.99,358.7,382.5,23.8,6.22,MATCH
364,590,HNR9W64WSIHOTPOINT,Nov,WASHING MACHINES,HNR9W64WSIHotpoint,9kg 1400 Spin Washing,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,259.14,382.49,259.14,312.5,53.36,17.08,MATCH
365,1335,WGG244ZCG,Nov,WASHING MACHINES,WGG244ZCG,Bosch Graphite 9kg 1400 Spin,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,395.65,500.99,791.3,981.66,190.36,19.39,MATCH
366,609,IM964MYTIMEINDESIT,Nov,WASHING MACHINES,IM964MYTIMEIndesit,9kg 1400 Spin Washing,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,230.34,339.99,230.34,274.17,43.83,15.99,MATCH
367,1405,WW11DG6B8,Nov,WASHING MACHINES,WW11DG6B8,Samsung Black Series 6 1400,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,585.78,900.49,585.78,396.67,-189.11,-47.67,MATCH
368,1318,WEG885WCSMIELE,Nov,WASHING MACHINES,WEG885WCSMiele,12721270 9kg 1400 Spin,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,730.45,1206.49,1460.9,1790.0,329.1,18.39,MATCH
369,448,EFI63142UD,Nov,WASHING MACHINES,EFI63142UD,Electrolux 10kg 1400 Spin Universal,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,398.37,699.99,398.37,399.17,0.8,0.2,MATCH
370,1338,WGG254F1GBBOSCH,Nov,WASHING MACHINES,WGG254F1GBBosch,iDos 10kg 1400 Spin Washing,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,494.16,756.03,494.16,457.5,-36.66,-8.01,MATCH
371,276,B5W51041AWBEKO,Nov,WASHING MACHINES,B5W51041AWBeko,10kg 1400 Spin White Washing,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,237.36,343.99,237.36,349.17,111.81,32.02,MATCH
372,358,CWF,Nov,WATER FILTERS,CWF,Quooker Cold Water Filter,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,147.5,295.0,147.5,183.33,35.83,19.54,MATCH
373,809,MWP999,Nov,WHITES ACCESSORIES,MWP999,DISHWASHER CUTLERY TRAY,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,4.63,8.99,4.63,7.5,2.87,38.27,MATCH
